path,class,label
prepared_liveness_data\raw\real\kaggle_45_frame180.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_2_frame100.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_13_frame10.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_45_frame135.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_42_frame70.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_52_frame165.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_36_frame175.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_72_frame15.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_12_frame5.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_58_frame10.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_72_frame165.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_38_frame305.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_65_frame280.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_35_frame135.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_0_frame410.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_48_frame185.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_58_frame265.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_47_frame75.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_21_frame190.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_61_frame390.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_63_frame75.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_10_frame415.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_21_frame265.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_33_frame35.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_24_frame150.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_73_frame330.jpg,real,1
prepared_liveness_data\raw\real\kaggle_11_frame195.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_76_frame100.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_28_frame175.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_35_frame305.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_59_frame305.jpg,real,1
prepared_liveness_data\raw\real\kaggle_9_frame190.jpg,real,1
prepared_liveness_data\raw\real\kaggle_28_frame220.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_2_frame405.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_57_frame215.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_44_frame180.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_70_frame170.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_49_frame775.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_31_frame110.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_59_frame385.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_59_frame455.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_18_frame35.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_52_frame455.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_76_frame260.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_67_frame170.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_70_frame250.jpg,real,1
prepared_liveness_data\raw\real\kaggle_58_frame195.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_25_frame140.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_76_frame270.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_33_frame50.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_1_frame260.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_29_frame20.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_40_frame15.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_33_frame150.jpg,real,1
prepared_liveness_data\raw\real\kaggle_54_frame125.jpg,real,1
prepared_liveness_data\raw\real\kaggle_37_frame295.jpg,real,1
prepared_liveness_data\raw\real\kaggle_75_frame120.jpg,real,1
prepared_liveness_data\raw\real\kaggle_76_frame115.jpg,real,1
prepared_liveness_data\raw\real\kaggle_74_frame350.jpg,real,1
prepared_liveness_data\raw\real\kaggle_24_frame40.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_21_frame165.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_8_frame255.jpg,real,1
prepared_liveness_data\raw\real\kaggle_30_frame180.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_74_frame130.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_53_frame180.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_59_frame180.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_23_frame375.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_64_frame160.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_38_frame265.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_28_frame290.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_18_frame235.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_16_frame45.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_1_frame60.jpg,real,1
prepared_liveness_data\raw\real\kaggle_43_frame75.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_38_frame90.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_61_frame435.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_68_frame415.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_73_frame210.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_72_frame10.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_61_frame185.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_8_frame0.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_36_frame30.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_2_frame220.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_29_frame150.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_68_frame330.jpg,real,1
prepared_liveness_data\raw\real\kaggle_46_frame110.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_43_frame240.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_23_frame155.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_61_frame320.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_2_frame110.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_11_frame260.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_59_frame395.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_55_frame165.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_70_frame365.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_25_frame295.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_42_frame165.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_35_frame415.jpg,real,1
prepared_liveness_data\raw\real\kaggle_68_frame240.jpg,real,1
prepared_liveness_data\raw\real\kaggle_55_frame100.jpg,real,1
prepared_liveness_data\raw\real\kaggle_28_frame65.jpg,real,1
prepared_liveness_data\raw\real\kaggle_6_frame50.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_55_frame370.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_69_frame90.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_57_frame10.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_28_frame45.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_31_frame40.jpg,real,1
prepared_liveness_data\raw\real\kaggle_47_frame125.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_52_frame435.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_22_frame130.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_11_frame280.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_52_frame195.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_28_frame295.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_35_frame295.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_60_frame80.jpg,real,1
prepared_liveness_data\raw\real\kaggle_11_frame55.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_52_frame30.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_5_frame175.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_47_frame290.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_39_frame215.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_73_frame210.jpg,real,1
prepared_liveness_data\raw\real\kaggle_48_frame195.jpg,real,1
prepared_liveness_data\raw\real\kaggle_8_frame175.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_16_frame385.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_68_frame325.jpg,real,1
prepared_liveness_data\raw\real\kaggle_61_frame150.jpg,real,1
prepared_liveness_data\raw\real\kaggle_8_frame145.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_8_frame65.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_52_frame420.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_71_frame40.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_12_frame460.jpg,real,1
prepared_liveness_data\raw\real\kaggle_49_frame60.jpg,real,1
prepared_liveness_data\raw\real\kaggle_5_frame170.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_51_frame70.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_15_frame35.jpg,real,1
prepared_liveness_data\raw\real\kaggle_53_frame150.jpg,real,1
prepared_liveness_data\raw\real\kaggle_38_frame180.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_56_frame110.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_57_frame15.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_49_frame350.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_29_frame145.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_35_frame290.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_4_frame240.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_18_frame385.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_71_frame325.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_68_frame140.jpg,real,1
prepared_liveness_data\raw\real\kaggle_40_frame5.jpg,real,1
prepared_liveness_data\raw\real\kaggle_0_frame355.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_12_frame305.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_53_frame20.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_53_frame10.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_25_frame330.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_46_frame105.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_63_frame215.jpg,real,1
prepared_liveness_data\raw\real\kaggle_25_frame135.jpg,real,1
prepared_liveness_data\raw\real\kaggle_49_frame255.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_7_frame40.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_39_frame145.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_47_frame55.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_5_frame195.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_12_frame60.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_13_frame265.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_78_frame175.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_17_frame240.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_77_frame5.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_27_frame10.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_16_frame65.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_64_frame415.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_61_frame450.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_6_frame80.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_46_frame185.jpg,real,1
prepared_liveness_data\raw\real\kaggle_67_frame150.jpg,real,1
prepared_liveness_data\raw\real\kaggle_69_frame255.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_63_frame195.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_59_frame350.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_46_frame270.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_9_frame185.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_34_frame220.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_75_frame495.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_44_frame75.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_75_frame620.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_75_frame205.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_53_frame25.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_39_frame35.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_61_frame75.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_49_frame290.jpg,real,1
prepared_liveness_data\raw\real\kaggle_59_frame220.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_30_frame515.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_18_frame405.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_75_frame350.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_12_frame350.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_36_frame135.jpg,real,1
prepared_liveness_data\raw\real\kaggle_23_frame405.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_11_frame455.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_58_frame275.jpg,real,1
prepared_liveness_data\raw\real\kaggle_0_frame285.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_61_frame365.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_71_frame240.jpg,real,1
prepared_liveness_data\raw\real\kaggle_1_frame200.jpg,real,1
prepared_liveness_data\raw\real\kaggle_35_frame340.jpg,real,1
prepared_liveness_data\raw\real\kaggle_14_frame30.jpg,real,1
prepared_liveness_data\raw\real\kaggle_58_frame105.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_46_frame540.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_8_frame155.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_46_frame255.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_6_frame185.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_58_frame720.jpg,real,1
prepared_liveness_data\raw\real\kaggle_47_frame35.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_73_frame85.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_11_frame235.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_17_frame265.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_15_frame190.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_64_frame30.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_59_frame415.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_64_frame0.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_76_frame245.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_65_frame30.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_17_frame285.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_73_frame305.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_4_frame230.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_11_frame70.jpg,real,1
prepared_liveness_data\raw\real\kaggle_13_frame165.jpg,real,1
prepared_liveness_data\raw\real\kaggle_50_frame155.jpg,real,1
prepared_liveness_data\raw\real\kaggle_78_frame285.jpg,real,1
prepared_liveness_data\raw\real\kaggle_60_frame0.jpg,real,1
prepared_liveness_data\raw\real\kaggle_62_frame220.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_52_frame505.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_45_frame100.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_45_frame195.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_62_frame45.jpg,real,1
prepared_liveness_data\raw\real\kaggle_31_frame55.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_76_frame0.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_1_frame310.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_8_frame45.jpg,real,1
prepared_liveness_data\raw\real\kaggle_18_frame285.jpg,real,1
prepared_liveness_data\raw\real\kaggle_76_frame300.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_68_frame365.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_28_frame280.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_1_frame230.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_71_frame175.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_32_frame180.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_73_frame155.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_51_frame295.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_53_frame100.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_39_frame5.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_68_frame445.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_36_frame300.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_59_frame20.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_14_frame10.jpg,real,1
prepared_liveness_data\raw\real\kaggle_79_frame35.jpg,real,1
prepared_liveness_data\raw\real\kaggle_78_frame90.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_75_frame625.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_55_frame175.jpg,real,1
prepared_liveness_data\raw\real\kaggle_70_frame25.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_19_frame40.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_27_frame20.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_61_frame35.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_13_frame40.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_28_frame105.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_28_frame220.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_16_frame40.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_38_frame95.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_26_frame30.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_8_frame205.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_78_frame180.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_49_frame410.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_15_frame150.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_75_frame405.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_25_frame85.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_17_frame165.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_29_frame30.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_65_frame240.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_74_frame260.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_31_frame60.jpg,real,1
prepared_liveness_data\raw\real\kaggle_41_frame150.jpg,real,1
prepared_liveness_data\raw\real\kaggle_10_frame335.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_68_frame405.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_58_frame690.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_47_frame90.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_25_frame250.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_53_frame285.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_67_frame85.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_50_frame20.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_29_frame200.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_9_frame85.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_69_frame155.jpg,real,1
prepared_liveness_data\raw\real\kaggle_8_frame90.jpg,real,1
prepared_liveness_data\raw\real\kaggle_78_frame155.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_61_frame525.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_35_frame425.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_53_frame70.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_59_frame375.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_52_frame455.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_52_frame350.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_46_frame325.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_76_frame235.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_77_frame250.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_11_frame270.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_58_frame115.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_45_frame190.jpg,real,1
prepared_liveness_data\raw\real\kaggle_12_frame0.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_43_frame55.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_3_frame25.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_76_frame300.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_79_frame275.jpg,real,1
prepared_liveness_data\raw\real\kaggle_51_frame215.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_8_frame45.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_56_frame55.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_41_frame80.jpg,real,1
prepared_liveness_data\raw\real\kaggle_45_frame15.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_37_frame165.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_57_frame130.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_0_frame260.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_75_frame110.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_30_frame580.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_43_frame95.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_68_frame250.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_39_frame315.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_49_frame190.jpg,real,1
prepared_liveness_data\raw\real\kaggle_63_frame45.jpg,real,1
prepared_liveness_data\raw\real\kaggle_64_frame225.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_14_frame35.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_72_frame260.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_1_frame10.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_55_frame75.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_30_frame560.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_25_frame150.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_28_frame265.jpg,real,1
prepared_liveness_data\raw\real\kaggle_52_frame375.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_35_frame410.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_69_frame235.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_9_frame15.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_74_frame485.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_16_frame350.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_58_frame0.jpg,real,1
prepared_liveness_data\raw\real\kaggle_64_frame45.jpg,real,1
prepared_liveness_data\raw\real\kaggle_69_frame190.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_57_frame165.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_24_frame205.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_9_frame260.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_75_frame185.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_41_frame55.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_28_frame170.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_7_frame245.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_28_frame165.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_35_frame380.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_10_frame400.jpg,real,1
prepared_liveness_data\raw\real\kaggle_11_frame10.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_13_frame260.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_61_frame360.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_77_frame310.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_23_frame390.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_44_frame195.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_39_frame195.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_74_frame165.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_31_frame280.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_51_frame310.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_43_frame75.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_59_frame485.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_5_frame95.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_65_frame410.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_24_frame80.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_75_frame290.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_17_frame150.jpg,real,1
prepared_liveness_data\raw\real\kaggle_67_frame230.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_60_frame110.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_66_frame220.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_78_frame180.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_78_frame220.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_35_frame25.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_7_frame75.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_49_frame780.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_10_frame300.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_69_frame290.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_43_frame35.jpg,real,1
prepared_liveness_data\raw\real\kaggle_25_frame150.jpg,real,1
prepared_liveness_data\raw\real\kaggle_75_frame530.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_69_frame320.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_75_frame410.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_30_frame165.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_11_frame180.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_42_frame255.jpg,real,1
prepared_liveness_data\raw\real\kaggle_34_frame100.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_15_frame5.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_15_frame330.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_60_frame115.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_18_frame35.jpg,real,1
